SITE_ID,n_forest_cells,total_protected_forest_area_mha,mean_carbon_percentile,mean_pest_record_probability,obs_occurrence,record_intensity,mean_sampling_effort,lon,lat,IUCN_group,governance_group,ISO3,country
555709310,11,0.0429256893982314,0.614166364827817,0.00721059933423453,0,0,2.19360223950609,137.492168263317,51.0312844187854,IV,Government,RUS,Russia
555709321,37,0.13183267794339,0.593044305907925,0.00169500660537289,0,0,0.632210077059896,141.499203096296,58.9522496031996,IV,Government,RUS,Russia
555709373,5,0.0186509125382519,0.0906813760588035,0.0707058383356604,0,0,5.39462186784355,48.5997863496075,53.901267778184,II,Government,RUS,Russia
555709376,30,0.14421549182986,0.222724224147173,0.0733013004561185,0,0,4.45199669965513,131.330084812969,43.2691016462621,II,Government,RUS,Russia
555709438,5,0.0112853931303417,0.226226245248092,0.010728152445928,0,0,0.544285067712796,51.7770016091415,56.4976483812236,IV,Government,RUS,Russia
555709441,6,0.0268270436491655,0.156147806156414,0.00166521477482905,0,0,0.649255372512198,87.8460466023554,57.691382647352,IV,Government,RUS,Russia
555709450,6,0.0236281630442322,0.149019943704788,0.00712840857891588,0,0,2.19516193701904,47.1399675547452,59.9944149481178,IV,Government,RUS,Russia
555709475,5,0.0213884283091263,0.262611311274653,0.00678547826528492,0,0,0.286338589550918,53.675634406626,58.2856501495202,IV,Government,RUS,Russia
555709496,7,0.0250091586117168,0.220241098879919,0.00734799502046386,0,0,0.604270811957363,52.7203613166961,57.6072422327307,IV,Government,RUS,Russia
555709506,6,0.0206633313559243,0.138201655874597,0.0226064382941556,0,0,2.12972682739788,64.1440900904595,57.0737891722831,II,Government,RUS,Russia
555709528,5,0.0216336928476988,0.203187172662333,0.00403406428565962,0,0,0.150623020153479,52.4636450341381,58.3677090214622,IV,Government,RUS,Russia
555709536,9,0.0346897124701983,0.0673433147006259,0.00389882386892807,0,0,0.270778919214199,51.3208366685599,57.3600702339231,IV,Government,RUS,Russia
555709571,5,0.0115028218195314,0.919595541068763,0.172379067027906,0,0,5.70837499799695,42.791499693286,43.7324247557124,IV,Government,RUS,Russia
555709744,7,0.0282931762172264,0.137977652649229,0.140942910875345,0,0,5.29906674918587,36.9893845482625,54.9902228174838,IV,Government,RUS,Russia
555709800,7,0.0221227726462158,0.225698542229228,0.0099635689098912,0,0,1.2839826936233,63.3376497930385,56.8154883491672,IV,Government,RUS,Russia
555709804,5,0.0171566979228816,0.208651825883328,0.0148376928337185,0,0,3.86007154229142,83.3413331536356,51.05,IV,Government,RUS,Russia
555709865,6,0.0309485136348806,0.140757410388829,0.00813397221289954,0,0,2.12732254057903,132.638288353844,48.7767280075136,IV,Government,RUS,Russia
555709866,11,0.0251890735783779,0.415095592193563,0.0830556086085963,0,0,4.12825288193234,131.34759051943,43.9561860659864,IV,Government,RUS,Russia
555709892,8,0.0313725598944994,0.081706254311204,0.0443912660847702,0,0,2.98241120414556,134.043312742135,46.5628996828862,IV,Government,RUS,Russia
555709994,6,0.0118966050427065,0.577332677866336,0.00244891926464304,0,0,1.64473174438389,160.923125544941,58.8068346056912,III,Government,RUS,Russia
555710003,10,0.0270991079429013,0.111229288215027,0.0010173091834187,0,0,0.125888922003478,90.0887395044861,59.0847350730696,IV,Government,RUS,Russia
